,area,rooms,bathroom,parking spaces,floor,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$),city_Campinas,city_Porto Alegre,city_Rio de Janeiro,city_São Paulo,animal_not acept,furniture_not furnished
23,3.5553480614894135,0.0,0.0,0,1.6094379124341003,6.327936783729195,7.003065458786462,1.0986122886681098,2.6390573296152584,1117,0,0,0,1,0,1
24,4.499809670330265,1.0986122886681098,0.6931471805599453,1,1.6094379124341003,6.684611727667927,7.495541943884256,4.770684624465665,3.1780538303479458,2742,0,0,1,0,0,1
25,3.8918202981106265,0.0,0.0,1,1.6094379124341003,6.173786103901937,8.160518247477505,3.7376696182833684,3.8066624897703196,4067,0,0,0,1,0,1
26,3.713572066704308,0.0,0.0,1,1.6094379124341003,6.396929655216146,8.006367567650246,4.8283137373023015,3.6635616461296463,3639,0,0,0,1,1,0
27,4.1588830833596715,0.6931471805599453,0.6931471805599453,1,1.6094379124341003,5.863631175598097,7.313220387090301,4.382026634673881,2.995732273553991,1952,0,0,0,0,0,1
28,5.337538079701318,1.0986122886681098,0.6931471805599453,4,1.6094379124341003,6.327936783729195,8.064636475774222,4.605170185988092,3.871201010907891,3328,1,0,0,0,0,1
29,2.995732273553991,0.0,0.0,0,1.6094379124341003,6.400257445308821,7.495541943884256,4.867534450455582,3.1354942159291497,2555,0,0,0,1,0,0
30,4.007333185232471,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,6.659293919683638,6.97354301952014,4.955827057601261,2.6390573296152584,2004,0,0,0,1,0,1
31,3.4657359027997265,0.0,0.0,0,1.6094379124341003,6.244166900663736,7.438383530044307,3.367295829986474,3.091042453358316,2266,0,0,0,1,0,1
32,4.382026634673881,0.6931471805599453,0.6931471805599453,1,1.6094379124341003,7.0967213784947605,7.843848638152472,5.375278407684165,3.4965075614664802,4007,0,0,0,1,0,1
33,3.8066624897703196,0.0,0.0,1,1.6094379124341003,7.803843303538772,7.824046010856292,6.385194398997726,3.4965075614664802,5576,0,0,1,0,0,0
34,5.857933154483459,1.3862943611198906,1.3862943611198906,3,1.6094379124341003,7.649692623711514,8.294049640102028,6.214608098422191,3.9318256327243257,6651,0,0,0,1,0,1
35,3.6375861597263857,0.0,0.0,2,1.6094379124341003,6.1092475827643655,7.4673710669175595,4.8283137373023015,3.258096538021482,2226,0,1,0,0,1,1
36,3.4011973816621555,0.0,0.0,0,1.6094379124341003,6.131226489483141,7.3777589082278725,4.8283137373023015,3.044522437723423,2081,0,0,0,1,0,1
37,4.382026634673881,1.0986122886681098,0.6931471805599453,1,1.6094379124341003,6.327936783729195,9.305650551780507,6.052089168924417,5.198497031265826,11610,0,0,0,0,0,1
38,4.248495242049359,0.6931471805599453,0.0,0,1.6094379124341003,6.327936783729195,7.047517221357296,4.07753744390572,2.8903717578961645,1227,0,0,0,1,1,1
39,3.6888794541139363,0.0,0.0,1,1.6094379124341003,5.966146739123692,8.003028666384733,4.8283137373023015,3.784189633918261,3424,0,1,0,0,0,0
40,5.703782474656201,1.3862943611198906,1.791759469228055,4,1.6094379124341003,8.216088098632316,9.392661928770137,7.367708572374371,5.030437921392435,17440,0,0,0,1,0,1
41,5.480638923341991,1.0986122886681098,0.6931471805599453,3,1.6094379124341003,6.327936783729195,8.160518247477505,5.676753802268282,3.970291913552122,3845,0,0,0,1,0,1
42,5.298317366548036,1.3862943611198906,0.6931471805599453,1,1.6094379124341003,6.745236349484363,7.843848638152472,2.1972245773362196,3.5263605246161616,3443,0,0,0,0,1,1
43,3.8066624897703196,0.0,0.0,1,1.6094379124341003,6.214608098422191,7.396948602621014,5.2574953720277815,2.4849066497880004,2335,0,0,0,0,0,1
44,5.886104031450156,1.3862943611198906,1.6094379124341003,0,1.6094379124341003,8.294049640102028,8.765614549914716,7.600902459542082,4.406719247264253,12490,0,0,0,1,0,1
45,3.6888794541139363,0.0,0.0,1,1.6094379124341003,6.885509670034818,7.947678571301568,4.8283137373023015,3.4965075614664802,3840,0,0,0,1,0,0
46,4.605170185988092,1.0986122886681098,0.0,0,1.6094379124341003,6.551080335043404,7.106606137727303,2.302585092994046,2.833213344056216,1947,0,0,0,0,1,1
47,3.7376696182833684,0.0,0.0,2,1.6094379124341003,5.247024072160486,7.478734825567875,2.833213344056216,3.258096538021482,2003,0,1,0,0,0,0
48,5.521460917862246,1.0986122886681098,1.0986122886681098,2,1.6094379124341003,7.696212639346407,7.438383530044307,5.545177444479562,3.091042453358316,4178,1,0,0,0,0,1
49,3.871201010907891,0.0,0.0,1,1.6094379124341003,6.22455842927536,7.3777589082278725,4.07753744390572,3.044522437723423,2185,1,0,0,0,0,0
50,4.499809670330265,1.0986122886681098,1.0986122886681098,1,1.6094379124341003,7.1308988302963465,8.242756345714477,4.990432586778736,3.8918202981106265,5246,0,0,1,0,0,1
51,3.8066624897703196,0.0,0.6931471805599453,1,1.6094379124341003,6.752270376141742,8.268731832117737,5.0106352940962555,3.912023005428146,4956,0,0,0,1,0,0
52,5.0106352940962555,0.6931471805599453,1.0986122886681098,4,1.6094379124341003,7.438383530044307,8.294049640102028,6.551080335043404,3.9512437185814275,6452,0,0,1,0,0,1
53,4.0943445622221,0.6931471805599453,0.0,0,1.6094379124341003,5.298317366548036,7.275864600546533,4.8283137373023015,2.9444389791664403,1664,0,0,0,1,0,1
54,3.4339872044851463,0.0,0.0,0,1.6094379124341003,5.91350300563827,7.762170607138205,4.02535169073515,3.4011973816621555,2806,0,0,0,1,0,1
55,5.3471075307174685,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,7.408530566894626,9.104979856318357,6.648984550024776,4.74493212836325,11540,0,0,0,1,1,1
56,5.634789603169249,1.0986122886681098,0.0,2,1.6094379124341003,6.327936783729195,8.699514748210191,4.727387818712341,4.51085950651685,6204,0,0,0,1,0,1
57,4.532599493153256,0.6931471805599453,1.0986122886681098,2,1.6094379124341003,6.4967749901858625,8.612503371220562,4.890349128221754,4.248495242049359,6366,1,0,0,0,0,1
58,4.31748811353631,1.0986122886681098,0.6931471805599453,1,1.6094379124341003,5.8289456176102075,7.495541943884256,4.6913478822291435,3.295836866004329,2276,0,1,0,0,0,1
59,5.267858159063328,1.0986122886681098,1.3862943611198906,3,1.6094379124341003,6.327936783729195,8.294049640102028,4.248495242049359,4.110873864173311,4131,0,0,0,1,0,1
60,3.713572066704308,0.0,0.0,1,1.6094379124341003,6.259581464064923,8.294049640102028,4.875197323201151,3.9318256327243257,4705,0,0,0,1,0,0
61,4.174387269895637,0.0,0.0,1,1.6094379124341003,7.600902459542082,8.536995818712418,5.521460917862246,4.189654742026425,7416,0,0,1,0,0,0
62,4.248495242049359,0.6931471805599453,0.0,1,1.6094379124341003,6.634633357861686,7.673223121121708,4.204692619390966,3.332204510175204,3006,0,0,0,1,0,1
63,5.627621113690637,1.3862943611198906,1.6094379124341003,2,1.6094379124341003,8.306965865368573,9.104979856318357,7.13966033596492,4.74493212836325,14430,0,0,0,1,0,0
64,3.5553480614894135,0.0,0.0,0,1.6094379124341003,5.723585101952381,7.327123292259293,3.044522437723423,2.995732273553991,1868,0,0,1,0,0,1
65,5.703782474656201,1.3862943611198906,1.3862943611198906,3,1.6094379124341003,7.7406644019172415,8.699514748210191,6.0330862217988015,4.343805421853684,8794,1,0,0,0,0,1
66,4.110873864173311,0.6931471805599453,0.0,1,1.6094379124341003,6.129050210060545,7.52294091807237,4.8283137373023015,3.1780538303479458,2333,0,0,0,1,0,1
67,4.867534450455582,1.0986122886681098,0.6931471805599453,1,1.6094379124341003,7.414572881350589,7.438383530044307,6.163314804034641,3.091042453358316,3857,0,0,1,0,0,1
68,4.382026634673881,0.6931471805599453,0.0,1,1.6094379124341003,6.214608098422191,6.802394763324311,4.499809670330265,2.4849066497880004,1502,0,0,1,0,0,1
69,5.099866427824199,1.3862943611198906,1.3862943611198906,2,1.6094379124341003,7.677400430514807,8.517193191416238,5.955837369464831,4.1588830833596715,7609,0,0,0,1,1,1
70,5.393627546352362,1.3862943611198906,0.6931471805599453,3,1.6094379124341003,6.1092475827643655,7.792348924113037,4.8283137373023015,3.4965075614664802,3030,0,0,0,0,0,1
71,3.8066624897703196,0.0,0.0,0,1.6094379124341003,6.327936783729195,6.956545443151569,3.828641396489095,2.772588722239781,1112,0,0,0,1,0,1
72,4.68213122712422,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,7.162397497355718,8.630521876723241,6.075346031088684,4.2626798770413155,7396,0,0,0,1,0,1
73,4.852030263919617,0.0,0.0,0,1.6094379124341003,6.035481432524756,7.649692623711514,5.204006687076795,3.332204510175204,2728,0,0,0,0,0,0
74,4.0943445622221,0.0,0.0,0,1.6094379124341003,6.1092475827643655,7.495541943884256,3.871201010907891,3.1780538303479458,2322,0,0,1,0,1,1
75,5.521460917862246,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,7.6255950721324535,9.190137664658664,6.905753276311464,4.8283137373023015,12970,0,0,0,1,0,1
76,3.8501476017100584,0.0,0.0,1,1.6094379124341003,5.991464547107982,7.696212639346407,4.8283137373023015,3.4965075614664802,2633,0,1,0,0,1,0
77,5.135798437050262,1.3862943611198906,1.0986122886681098,4,1.6094379124341003,6.612041034833092,7.90100705199242,5.69035945432406,3.58351893845611,3776,0,0,0,0,1,1
78,3.8066624897703196,0.0,0.0,0,1.6094379124341003,5.703782474656201,7.122866658599083,4.8283137373023015,2.772588722239781,1556,0,0,0,1,1,1
79,3.7376696182833684,0.0,0.0,1,1.6094379124341003,6.530877627725885,8.160518247477505,4.812184355372417,3.8066624897703196,4354,0,0,0,1,0,1
80,5.099866427824199,1.3862943611198906,1.3862943611198906,3,1.6094379124341003,7.517520850603031,8.699514748210191,6.309918278226516,4.343805421853684,8467,0,0,0,1,0,1
81,4.248495242049359,1.0986122886681098,0.0,1,1.6094379124341003,6.551080335043404,6.927557906278317,5.298317366548036,2.5649493574615367,1933,0,0,0,1,0,1
82,4.605170185988092,1.3862943611198906,1.0986122886681098,1,1.6094379124341003,6.396929655216146,7.696212639346407,5.0689042022202315,3.4965075614664802,2992,0,1,0,0,0,1
83,4.1588830833596715,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,7.170119543449628,8.411832675758411,6.0867747269123065,4.060443010546419,6298,0,0,0,1,0,0
84,4.219507705176107,0.6931471805599453,0.0,1,1.6094379124341003,5.768320995793772,7.090076835776092,3.295836866004329,2.772588722239781,1563,0,0,0,0,0,1
85,4.31748811353631,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,6.429719478039138,7.824046010856292,5.575949103146316,3.5263605246161616,3418,0,0,0,0,1,1
86,6.396929655216146,1.3862943611198906,1.3862943611198906,4,1.6094379124341003,8.909235279192261,9.047821442478408,8.122074375362217,4.68213122712422,19380,0,0,0,1,0,1
87,4.143134726391533,0.6931471805599453,0.6931471805599453,0,1.6094379124341003,6.380122536899765,7.346010209913293,5.0238805208462765,2.995732273553991,2312,0,0,0,1,1,1
88,4.976733742420574,1.0986122886681098,1.3862943611198906,3,1.6094379124341003,7.090076835776092,8.699514748210191,6.620073206530356,4.343805421853684,8027,0,0,0,1,1,1
89,4.442651256490317,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,7.313220387090301,7.937374696163295,5.676753802268282,3.58351893845611,4628,0,0,0,1,1,1
90,5.537334267018537,1.3862943611198906,1.3862943611198906,4,1.6094379124341003,8.121480374750751,9.104979856318357,7.495541943884256,4.74493212836325,14280,0,0,0,1,0,1
91,5.857933154483459,1.3862943611198906,1.3862943611198906,4,1.6094379124341003,0.0,9.104979856318357,5.883322388488279,5.075173815233827,9520,0,1,0,0,0,0
92,5.703782474656201,1.3862943611198906,1.3862943611198906,3,1.6094379124341003,6.327936783729195,8.160518247477505,6.369900982828227,3.970291913552122,4137,0,0,0,1,0,1
93,5.69035945432406,1.3862943611198906,1.0986122886681098,2,1.6094379124341003,6.327936783729195,9.51044496442652,6.0473721790462776,5.402677381872279,14150,0,0,0,0,0,1
94,4.1588830833596715,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,6.1092475827643655,7.937374696163295,3.4011973816621555,3.58351893845611,3316,0,0,0,1,0,1
95,4.890349128221754,1.0986122886681098,0.6931471805599453,0,1.6094379124341003,6.70073110954781,7.9919305198524775,3.6375861597263857,3.6375861597263857,3846,0,0,0,1,0,1
96,3.784189633918261,0.0,0.0,0,1.6094379124341003,5.857933154483459,6.309918278226516,2.4849066497880004,1.9459101490553132,919,1,0,0,0,0,1
97,5.480638923341991,1.0986122886681098,1.3862943611198906,2,1.6094379124341003,6.327936783729195,8.006367567650246,5.521460917862246,3.828641396489095,3296,1,0,0,0,0,1
98,4.248495242049359,1.0986122886681098,0.6931471805599453,1,1.6094379124341003,6.194405391104672,7.824046010856292,2.0794415416798357,3.6109179126442243,3035,0,1,0,0,0,1
99,3.091042453358316,0.0,0.0,0,1.6094379124341003,5.71042701737487,7.6255950721324535,3.8066624897703196,3.258096538021482,2423,0,0,0,1,0,1
100,3.912023005428146,0.0,0.0,1,1.6094379124341003,5.857933154483459,6.856461984594587,3.912023005428146,2.6390573296152584,1364,0,1,0,0,0,1
101,4.204692619390966,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,6.396929655216146,7.696212639346407,3.912023005428146,3.4965075614664802,2883,0,1,0,0,0,1
102,3.4339872044851463,0.0,0.0,0,1.6094379124341003,6.063785208687608,7.7406644019172415,4.8283137373023015,3.4011973816621555,2760,0,0,0,1,0,0
103,4.499809670330265,0.6931471805599453,0.0,1,1.6094379124341003,6.745236349484363,8.151333337900432,5.25227342804663,3.8066624897703196,4554,0,0,1,0,0,0
104,4.6913478822291435,1.0986122886681098,1.0986122886681098,1,1.6094379124341003,7.600902459542082,8.242756345714477,5.703782474656201,3.8918202981106265,6149,0,0,1,0,0,1
105,5.991464547107982,1.3862943611198906,0.6931471805599453,2,1.6094379124341003,6.327936783729195,7.824046010856292,4.30406509320417,3.713572066704308,2615,0,0,0,0,1,1
106,5.703782474656201,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,6.327936783729195,9.546812608597396,7.062191632286556,5.351858133476067,15380,0,0,0,1,0,0
107,5.648974238161206,1.3862943611198906,1.0986122886681098,3,1.6094379124341003,7.757906208351747,8.699514748210191,6.180016653652572,4.343805421853684,8900,1,0,0,0,0,1
108,4.248495242049359,0.6931471805599453,0.0,1,1.6094379124341003,5.886104031450156,7.783224016336037,3.4011973816621555,3.58351893845611,2826,0,1,0,0,0,0
109,5.733341276897746,1.3862943611198906,1.6094379124341003,4,1.6094379124341003,7.886457270977689,8.779557455883728,6.525029657843462,4.430816798843313,9927,0,0,1,0,0,1
110,4.248495242049359,0.6931471805599453,0.0,0,1.6094379124341003,6.327936783729195,7.649692623711514,4.897839799950911,3.4657359027997265,2266,0,0,0,1,0,1
111,5.886104031450156,1.0986122886681098,1.3862943611198906,1,1.6094379124341003,7.7406644019172415,9.210340371976184,6.369900982828227,4.844187086458591,13010,0,0,0,1,0,1
112,3.4011973816621555,0.0,0.0,1,1.6094379124341003,6.786716950605081,7.313220387090301,4.8283137373023015,2.995732273553991,2406,0,0,0,1,1,1
113,4.382026634673881,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,6.723832440821209,7.696212639346407,5.14166355650266,3.332204510175204,3231,1,0,0,0,0,1
114,4.890349128221754,1.3862943611198906,1.3862943611198906,3,1.6094379124341003,7.313220387090301,8.85366542803745,6.684611727667927,4.543294782270004,9394,0,0,0,0,1,1
115,3.6375861597263857,0.0,0.0,1,1.6094379124341003,7.3901814282264295,7.937374696163295,5.631211781821365,3.58351893845611,4735,0,0,0,1,1,0
116,4.290459441148391,0.6931471805599453,0.6931471805599453,1,1.6094379124341003,7.003065458786462,8.160518247477505,4.605170185988092,3.8066624897703196,4745,0,0,0,1,0,1
117,5.043425116919247,1.0986122886681098,1.3862943611198906,2,1.6094379124341003,7.313220387090301,7.600902459542082,5.0106352940962555,3.258096538021482,3676,0,0,0,1,0,1
118,4.143134726391533,0.6931471805599453,0.6931471805599453,1,1.6094379124341003,5.877735781779639,8.070906088787819,3.912023005428146,3.713572066704308,3648,0,0,0,1,0,1
119,4.060443010546419,0.6931471805599453,0.0,1,1.6094379124341003,6.327936783729195,7.24422751560335,4.8283137373023015,2.8903717578961645,1418,0,0,0,1,0,1
120,3.871201010907891,0.0,0.0,0,1.6094379124341003,5.932245187448011,8.146129510025405,4.8283137373023015,3.784189633918261,3871,0,0,0,1,1,0
121,5.3471075307174685,1.0986122886681098,1.3862943611198906,3,1.6094379124341003,7.438383530044307,7.933796874815411,6.726233402358747,3.58351893845611,5360,0,0,0,1,0,1
122,4.605170185988092,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,5.8289456176102075,7.3777589082278725,5.209486152841421,3.091042453358316,2145,0,0,0,0,0,1
123,4.543294782270004,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,7.198183577101943,8.180320874773685,4.941642422609304,3.828641396489095,5093,0,0,0,1,0,1
124,4.543294782270004,1.0986122886681098,1.0986122886681098,2,1.6094379124341003,7.106606137727303,8.51919119407891,5.978885764901122,4.1588830833596715,6689,0,0,0,1,0,0
125,4.330733340286331,1.0986122886681098,0.0,1,1.6094379124341003,7.090076835776092,7.824046010856292,5.58724865840025,3.4657359027997265,3999,0,0,0,1,0,1
126,5.2574953720277815,1.0986122886681098,1.0986122886681098,2,1.6094379124341003,7.649692623711514,8.961879012677683,6.452048954437226,4.59511985013459,10630,0,0,0,1,0,1
127,5.37989735354046,1.0986122886681098,1.3862943611198906,3,1.6094379124341003,7.96693349840484,8.779557455883728,4.8283137373023015,4.418840607796598,9467,0,0,0,1,0,1
128,4.219507705176107,0.6931471805599453,0.0,1,1.6094379124341003,6.413458957167357,7.24422751560335,3.5553480614894135,2.8903717578961645,2063,0,0,0,1,0,1
129,4.700480365792417,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,7.0431599159883405,7.783224016336037,5.5093883366279774,3.4339872044851463,3823,0,0,0,1,0,1
130,4.553876891600541,0.6931471805599453,0.6931471805599453,1,1.6094379124341003,6.492239835020471,7.3777589082278725,5.099866427824199,3.091042453358316,2446,0,0,0,0,0,1
131,6.802394763324311,1.3862943611198906,1.791759469228055,8,1.6094379124341003,6.327936783729195,9.615805480084347,8.393216011596527,5.420534999272286,19640,0,0,0,1,0,1
132,3.5263605246161616,0.0,0.0,0,1.6094379124341003,5.849324779946859,7.090076835776092,3.8066624897703196,2.772588722239781,1608,0,0,0,1,1,1
133,5.2574953720277815,1.0986122886681098,1.3862943611198906,3,1.6094379124341003,7.600902459542082,8.987196820661973,4.8283137373023015,4.624972813284271,10100,0,0,0,1,0,1
134,4.127134385045092,0.6931471805599453,0.6931471805599453,1,1.6094379124341003,5.857933154483459,7.495541943884256,4.31748811353631,3.295836866004329,2252,0,1,0,0,0,1
135,5.19295685089021,1.0986122886681098,1.0986122886681098,4,1.6094379124341003,6.327936783729195,8.216088098632316,5.214935757608986,4.02535169073515,3940,0,0,0,1,0,1
136,3.784189633918261,0.0,0.0,0,1.6094379124341003,5.857933154483459,6.82001636467413,2.4849066497880004,2.4849066497880004,1290,1,0,0,0,0,0
137,4.605170185988092,0.6931471805599453,0.0,1,1.6094379124341003,5.521460917862246,7.438383530044307,4.7535901911063645,3.1354942159291497,2089,0,0,0,0,1,1
138,4.941642422609304,1.0986122886681098,1.0986122886681098,1,1.6094379124341003,6.802394763324311,7.222566018822171,4.605170185988092,2.8903717578961645,2388,0,0,1,0,1,1
139,5.135798437050262,1.0986122886681098,1.0986122886681098,3,1.6094379124341003,7.358830898342354,7.937374696163295,6.473890696352274,3.58351893845611,5054,0,0,0,1,0,0
140,4.605170185988092,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,6.327936783729195,7.3777589082278725,5.0106352940962555,3.2188758248682006,1775,0,0,0,1,1,1
141,4.31748811353631,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,6.480044561926653,7.3777589082278725,4.406719247264253,3.044522437723423,2355,0,0,0,1,0,1
142,3.9512437185814275,0.6931471805599453,0.0,0,1.6094379124341003,5.298317366548036,7.090076835776092,3.7612001156935624,2.772588722239781,1459,0,0,1,0,0,1
143,6.906754778648554,1.6094379124341003,1.9459101490553132,8,1.6094379124341003,6.327936783729195,9.546812608597396,6.502790045915623,5.351858133476067,14880,1,0,0,0,0,1
144,5.598421958998375,1.3862943611198906,1.3862943611198906,4,1.6094379124341003,7.696212639346407,8.85366542803745,7.313220387090301,4.48863636973214,10790,0,0,0,1,0,1
145,3.912023005428146,0.6931471805599453,0.0,1,1.6094379124341003,5.075173815233827,6.835184586147301,4.0943445622221,2.5649493574615367,1163,0,0,0,0,0,1
146,5.298317366548036,1.0986122886681098,1.0986122886681098,2,1.6094379124341003,6.476972362889683,7.700747794511798,5.214935757608986,3.5263605246161616,3078,1,0,0,0,0,1
147,4.2626798770413155,0.6931471805599453,0.6931471805599453,0,1.6094379124341003,6.063785208687608,7.560080465021827,4.605170185988092,3.2188758248682006,2475,0,0,0,1,0,1
148,6.214608098422191,1.6094379124341003,1.3862943611198906,6,1.6094379124341003,6.327936783729195,9.472704636443673,5.521460917862246,5.278114659230517,13450,0,0,0,1,0,1
149,4.0943445622221,0.6931471805599453,0.0,0,1.6094379124341003,6.327936783729195,6.984716320118266,4.543294782270004,2.833213344056216,1191,0,0,0,1,0,1
150,4.700480365792417,0.6931471805599453,0.0,0,1.6094379124341003,7.003065458786462,7.170119543449628,4.430816798843313,2.833213344056216,2501,0,0,0,1,0,1
151,5.3471075307174685,1.0986122886681098,1.0986122886681098,4,1.6094379124341003,6.327936783729195,8.099857910737585,5.62040086571715,3.912023005428146,3620,0,0,0,1,0,1
152,5.393627546352362,1.0986122886681098,1.3862943611198906,3,1.6094379124341003,7.611347717403621,8.699514748210191,6.903747257584598,4.343805421853684,9094,0,0,0,1,0,1
153,5.298317366548036,1.0986122886681098,0.6931471805599453,5,1.6094379124341003,6.327936783729195,8.294049640102028,5.318119993844216,4.189654742026425,4270,0,0,0,0,1,1
154,4.867534450455582,1.0986122886681098,1.3862943611198906,3,1.6094379124341003,7.7406644019172415,8.354674261918463,6.218600119691729,3.9889840465642745,7106,0,0,0,1,0,1
155,4.174387269895637,0.6931471805599453,0.6931471805599453,2,1.6094379124341003,6.9440872082295275,8.294049640102028,5.501258210544727,3.9318256327243257,5333,0,0,0,1,0,0
156,4.564348191467836,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,6.6895992691789665,8.070906088787819,5.521460917862246,3.713572066704308,4295,0,0,0,1,0,1
157,6.492239835020471,1.3862943611198906,1.6094379124341003,5,1.6094379124341003,8.476371196895983,9.903487552536127,7.4673710669175595,5.537334267018537,26800,0,0,0,1,0,0
158,4.672828834461906,1.0986122886681098,0.6931471805599453,0,1.6094379124341003,7.286191714702382,8.070906088787819,5.598421958998375,3.7376696182833684,4972,0,0,1,0,0,0
159,4.653960350157523,1.0986122886681098,0.6931471805599453,0,1.6094379124341003,6.606650186198215,7.696212639346407,2.1972245773362196,3.367295829986474,2978,0,0,1,0,0,1
160,4.605170185988092,1.0986122886681098,0.6931471805599453,0,1.6094379124341003,6.802394763324311,8.098642843759418,4.6913478822291435,3.7612001156935624,4342,0,0,1,0,0,1
161,5.659482215759621,1.0986122886681098,1.3862943611198906,4,1.6094379124341003,6.327936783729195,9.104979856318357,6.063785208687608,4.912654885736052,9566,0,0,0,1,0,0
162,3.1780538303479458,0.0,0.0,0,1.6094379124341003,5.438079308923196,7.07326971745971,2.1972245773362196,2.70805020110221,1434,1,0,0,0,1,0
163,3.091042453358316,0.0,0.0,0,1.6094379124341003,6.327936783729195,6.883462586413092,4.8283137373023015,2.70805020110221,991,0,0,0,1,1,1
