,area,rooms,bathroom,parking spaces,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),city_Campinas,city_Porto Alegre,city_Rio de Janeiro,city_São Paulo,animal_not acept,furniture_not furnished
27,4.158883083359672,0.6931471805599453,0.6931471805599453,1,5.863631175598098,7.3132203870903005,4.382026634673881,2.9957322735539913,0,0,0,0,0,1
28,5.337538079701318,1.0986122886681098,0.6931471805599453,4,6.3279367837291955,8.064636475774222,4.605170185988092,3.8712010109078916,1,0,0,0,0,1
29,2.9957322735539913,0.0,0.0,0,6.400257445308821,7.495541943884256,4.867534450455582,3.1354942159291497,0,0,0,1,0,0
30,4.007333185232471,0.6931471805599453,0.6931471805599453,2,6.659293919683638,6.9735430195201396,4.955827057601262,2.6390573296152584,0,0,0,1,0,1
31,3.4657359027997265,0.0,0.0,0,6.2441669006637355,7.438383530044308,3.3672958299864737,3.0910424533583165,0,0,0,1,0,1
32,4.382026634673881,0.6931471805599453,0.6931471805599453,1,7.0967213784947605,7.843848638152473,5.375278407684165,3.49650756146648,0,0,0,1,0,1
33,3.80666248977032,0.0,0.0,1,7.8038433035387715,7.824046010856294,6.385194398997727,3.49650756146648,0,0,1,0,0,0
34,5.857933154483459,1.3862943611198906,1.3862943611198906,3,7.6496926237115135,8.294049640102028,6.214608098422191,3.9318256327243257,0,0,0,1,0,1
35,3.6375861597263857,0.0,0.0,2,6.1092475827643655,7.467371066917559,4.8283137373023015,3.258096538021482,0,1,0,0,1,1
36,3.4011973816621555,0.0,0.0,0,6.131226489483142,7.377758908227872,4.8283137373023015,3.0445224377234235,0,0,0,1,0,1
37,4.382026634673881,1.0986122886681098,0.6931471805599453,1,6.3279367837291955,9.305650551780507,6.052089168924417,5.198497031265826,0,0,0,0,0,1
38,4.248495242049359,0.6931471805599453,0.0,0,6.3279367837291955,7.047517221357295,4.07753744390572,2.8903717578961645,0,0,0,1,1,1
39,3.688879454113936,0.0,0.0,1,5.966146739123692,8.003028666384733,4.8283137373023015,3.7841896339182615,0,1,0,0,0,0
40,5.703782474656202,1.3862943611198906,1.791759469228055,4,8.216088098632316,9.392661928770137,7.367708572374371,5.030437921392434,0,0,0,1,0,1
41,5.48063892334199,1.0986122886681098,0.6931471805599453,3,6.3279367837291955,8.160518247477505,5.676753802268282,3.970291913552122,0,0,0,1,0,1
42,5.298317366548036,1.3862943611198906,0.6931471805599453,1,6.745236349484363,7.843848638152473,2.19722457733622,3.5263605246161616,0,0,0,0,1,1
43,3.80666248977032,0.0,0.0,1,6.214608098422191,7.3969486026210145,5.2574953720277815,2.4849066497880004,0,0,0,0,0,1
44,5.886104031450156,1.3862943611198906,1.6094379124341005,0,8.294049640102028,8.765614549914716,7.600902459542082,4.4067192472642525,0,0,0,1,0,1
45,3.688879454113936,0.0,0.0,1,6.885509670034818,7.947678571301568,4.8283137373023015,3.49650756146648,0,0,0,1,0,0
46,4.605170185988092,1.0986122886681098,0.0,0,6.551080335043403,7.106606137727303,2.302585092994046,2.8332133440562166,0,0,0,0,1,1
47,3.737669618283368,0.0,0.0,2,5.247024072160486,7.478734825567875,2.8332133440562166,3.258096538021482,0,1,0,0,0,0
48,5.521460917862246,1.0986122886681098,1.0986122886681098,2,7.696212639346408,7.438383530044308,5.545177444479562,3.0910424533583165,1,0,0,0,0,1
49,3.8712010109078916,0.0,0.0,1,6.22455842927536,7.377758908227872,4.07753744390572,3.0445224377234235,1,0,0,0,0,0
50,4.499809670330264,1.0986122886681098,1.0986122886681098,1,7.1308988302963465,8.242756345714477,4.990432586778736,3.8918202981106265,0,0,1,0,0,1
51,3.80666248977032,0.0,0.6931471805599453,1,6.752270376141743,8.268731832117737,5.010635294096256,3.912023005428147,0,0,0,1,0,0
52,5.010635294096256,0.6931471805599453,1.0986122886681098,4,7.438383530044308,8.294049640102028,6.551080335043403,3.951243718581428,0,0,1,0,0,1
53,4.0943445622220995,0.6931471805599453,0.0,0,5.298317366548036,7.275864600546532,4.8283137373023015,2.9444389791664403,0,0,0,1,0,1
54,3.4339872044851463,0.0,0.0,0,5.913503005638269,7.762170607138205,4.02535169073515,3.4011973816621555,0,0,0,1,0,1
55,5.3471075307174685,1.3862943611198906,1.6094379124341005,4,7.408530566894625,9.104979856318355,6.648984550024776,4.74493212836325,0,0,0,1,1,1
56,5.634789603169249,1.0986122886681098,0.0,2,6.3279367837291955,8.699514748210191,4.727387818712341,4.51085950651685,0,0,0,1,0,1
57,4.532599493153255,0.6931471805599453,1.0986122886681098,2,6.496774990185863,8.612503371220562,4.890349128221754,4.248495242049359,1,0,0,0,0,1
58,4.31748811353631,1.0986122886681098,0.6931471805599453,1,5.828945617610208,7.495541943884256,4.691347882229144,3.2958368660043287,0,1,0,0,0,1
59,5.267858159063328,1.0986122886681098,1.3862943611198906,3,6.3279367837291955,8.294049640102028,4.248495242049359,4.110873864173311,0,0,0,1,0,1
60,3.7135720667043084,0.0,0.0,1,6.259581464064922,8.294049640102028,4.875197323201151,3.9318256327243257,0,0,0,1,0,0
61,4.174387269895637,0.0,0.0,1,7.600902459542082,8.536995818712418,5.521460917862246,4.189654742026425,0,0,1,0,0,0
62,4.248495242049359,0.6931471805599453,0.0,1,6.634633357861687,7.673223121121707,4.204692619390967,3.332204510175204,0,0,0,1,0,1
63,5.627621113690636,1.3862943611198906,1.6094379124341005,2,8.306965865368573,9.104979856318355,7.139660335964919,4.74493212836325,0,0,0,1,0,0
64,3.555348061489413,0.0,0.0,0,5.723585101952382,7.327123292259293,3.0445224377234235,2.9957322735539913,0,0,1,0,0,1
65,5.703782474656202,1.3862943611198906,1.3862943611198906,3,7.7406644019172415,8.699514748210191,6.0330862217988015,4.343805421853683,1,0,0,0,0,1
66,4.110873864173311,0.6931471805599453,0.0,1,6.129050210060545,7.52294091807237,4.8283137373023015,3.1780538303479458,0,0,0,1,0,1
67,4.867534450455582,1.0986122886681098,0.6931471805599453,1,7.414572881350589,7.438383530044308,6.163314804034642,3.0910424533583165,0,0,1,0,0,1
68,4.382026634673881,0.6931471805599453,0.0,1,6.214608098422191,6.802394763324312,4.499809670330264,2.4849066497880004,0,0,1,0,0,1
69,5.0998664278242,1.3862943611198906,1.3862943611198906,2,7.677400430514807,8.517193191416238,5.955837369464831,4.158883083359672,0,0,0,1,1,1
70,5.393627546352363,1.3862943611198906,0.6931471805599453,3,6.1092475827643655,7.792348924113037,4.8283137373023015,3.49650756146648,0,0,0,0,0,1
71,3.80666248977032,0.0,0.0,0,6.3279367837291955,6.956545443151568,3.828641396489095,2.772588722239781,0,0,0,1,0,1
72,4.68213122712422,1.0986122886681098,0.6931471805599453,2,7.162397497355718,8.630521876723241,6.075346031088683,4.262679877041316,0,0,0,1,0,1
73,4.852030263919617,0.0,0.0,0,6.035481432524756,7.6496926237115135,5.204006687076795,3.332204510175204,0,0,0,0,0,0
74,4.0943445622220995,0.0,0.0,0,6.1092475827643655,7.495541943884256,3.8712010109078916,3.1780538303479458,0,0,1,0,1,1
75,5.521460917862246,1.3862943611198906,1.6094379124341005,4,7.625595072132453,9.190137664658664,6.905753276311464,4.8283137373023015,0,0,0,1,0,1
76,3.8501476017100575,0.0,0.0,1,5.991464547107983,7.696212639346408,4.8283137373023015,3.49650756146648,0,1,0,0,1,0
77,5.135798437050261,1.3862943611198906,1.0986122886681098,4,6.6120410348330925,7.90100705199242,5.690359454324059,3.58351893845611,0,0,0,0,1,1
78,3.80666248977032,0.0,0.0,0,5.703782474656202,7.122866658599082,4.8283137373023015,2.772588722239781,0,0,0,1,1,1
79,3.737669618283368,0.0,0.0,1,6.530877627725885,8.160518247477505,4.812184355372417,3.80666248977032,0,0,0,1,0,1
80,5.0998664278242,1.3862943611198906,1.3862943611198906,3,7.517520850603031,8.699514748210191,6.309918278226516,4.343805421853683,0,0,0,1,0,1
81,4.248495242049359,1.0986122886681098,0.0,1,6.551080335043403,6.927557906278317,5.298317366548036,2.5649493574615367,0,0,0,1,0,1
82,4.605170185988092,1.3862943611198906,1.0986122886681098,1,6.396929655216146,7.696212639346408,5.068904202220232,3.49650756146648,0,1,0,0,0,1
83,4.158883083359672,0.6931471805599453,0.6931471805599453,2,7.170119543449628,8.411832675758411,6.0867747269123065,4.060443010546419,0,0,0,1,0,0
84,4.219507705176107,0.6931471805599453,0.0,1,5.768320995793773,7.090076835776093,3.2958368660043287,2.772588722239781,0,0,0,0,0,1
85,4.31748811353631,0.6931471805599453,0.6931471805599453,2,6.429719478039137,7.824046010856294,5.575949103146316,3.5263605246161616,0,0,0,0,1,1
86,6.396929655216146,1.3862943611198906,1.3862943611198906,4,8.909235279192261,9.047821442478408,8.122074375362217,4.68213122712422,0,0,0,1,0,1
87,4.143134726391533,0.6931471805599453,0.6931471805599453,0,6.380122536899765,7.346010209913294,5.0238805208462765,2.9957322735539913,0,0,0,1,1,1
88,4.976733742420574,1.0986122886681098,1.3862943611198906,3,7.090076835776093,8.699514748210191,6.620073206530356,4.343805421853683,0,0,0,1,1,1
89,4.442651256490317,0.6931471805599453,0.6931471805599453,2,7.3132203870903005,7.937374696163295,5.676753802268282,3.58351893845611,0,0,0,1,1,1
90,5.5373342670185375,1.3862943611198906,1.3862943611198906,4,8.121480374750751,9.104979856318355,7.495541943884256,4.74493212836325,0,0,0,1,0,1
91,5.857933154483459,1.3862943611198906,1.3862943611198906,4,0.0,9.104979856318355,5.883322388488279,5.0751738152338275,0,1,0,0,0,0
92,5.703782474656202,1.3862943611198906,1.3862943611198906,3,6.3279367837291955,8.160518247477505,6.369900982828227,3.970291913552122,0,0,0,1,0,1
93,5.690359454324059,1.3862943611198906,1.0986122886681098,2,6.3279367837291955,9.51044496442652,6.0473721790462776,5.402677381872278,0,0,0,0,0,1
94,4.158883083359672,0.6931471805599453,0.6931471805599453,2,6.1092475827643655,7.937374696163295,3.4011973816621555,3.58351893845611,0,0,0,1,0,1
95,4.890349128221754,1.0986122886681098,0.6931471805599453,0,6.700731109547809,7.991930519852477,3.6375861597263857,3.6375861597263857,0,0,0,1,0,1
96,3.7841896339182615,0.0,0.0,0,5.857933154483459,6.309918278226516,2.4849066497880004,1.9459101490553128,1,0,0,0,0,1
97,5.48063892334199,1.0986122886681098,1.3862943611198906,2,6.3279367837291955,8.006367567650246,5.521460917862246,3.828641396489095,1,0,0,0,0,1
98,4.248495242049359,1.0986122886681098,0.6931471805599453,1,6.194405391104673,7.824046010856294,2.079441541679836,3.610917912644224,0,1,0,0,0,1
99,3.0910424533583165,0.0,0.0,0,5.71042701737487,7.625595072132453,3.80666248977032,3.258096538021482,0,0,0,1,0,1
100,3.912023005428147,0.0,0.0,1,5.857933154483459,6.856461984594588,3.912023005428147,2.6390573296152584,0,1,0,0,0,1
101,4.204692619390967,1.0986122886681098,0.6931471805599453,2,6.396929655216146,7.696212639346408,3.912023005428147,3.49650756146648,0,1,0,0,0,1
102,3.4339872044851463,0.0,0.0,0,6.063785208687607,7.7406644019172415,4.8283137373023015,3.4011973816621555,0,0,0,1,0,0
103,4.499809670330264,0.6931471805599453,0.0,1,6.745236349484363,8.151333337900432,5.25227342804663,3.80666248977032,0,0,1,0,0,0
104,4.691347882229144,1.0986122886681098,1.0986122886681098,1,7.600902459542082,8.242756345714477,5.703782474656202,3.8918202981106265,0,0,1,0,0,1
105,5.991464547107983,1.3862943611198906,0.6931471805599453,2,6.3279367837291955,7.824046010856294,4.30406509320417,3.7135720667043084,0,0,0,0,1,1
106,5.703782474656202,1.3862943611198906,1.6094379124341005,4,6.3279367837291955,9.546812608597397,7.062191632286557,5.351858133476067,0,0,0,1,0,0
107,5.648974238161206,1.3862943611198906,1.0986122886681098,3,7.757906208351747,8.699514748210191,6.180016653652572,4.343805421853683,1,0,0,0,0,1
108,4.248495242049359,0.6931471805599453,0.0,1,5.886104031450156,7.783224016336037,3.4011973816621555,3.58351893845611,0,1,0,0,0,0
109,5.733341276897747,1.3862943611198906,1.6094379124341005,4,7.886457270977689,8.779557455883728,6.525029657843463,4.430816798843313,0,0,1,0,0,1
110,4.248495242049359,0.6931471805599453,0.0,0,6.3279367837291955,7.6496926237115135,4.897839799950911,3.4657359027997265,0,0,0,1,0,1
111,5.886104031450156,1.0986122886681098,1.3862943611198906,1,7.7406644019172415,9.210340371976184,6.369900982828227,4.84418708645859,0,0,0,1,0,1
112,3.4011973816621555,0.0,0.0,1,6.786716950605081,7.3132203870903005,4.8283137373023015,2.9957322735539913,0,0,0,1,1,1
113,4.382026634673881,0.6931471805599453,0.6931471805599453,2,6.723832440821209,7.696212639346408,5.14166355650266,3.332204510175204,1,0,0,0,0,1
114,4.890349128221754,1.3862943611198906,1.3862943611198906,3,7.3132203870903005,8.853665428037448,6.684611727667928,4.543294782270004,0,0,0,0,1,1
115,3.6375861597263857,0.0,0.0,1,7.390181428226429,7.937374696163295,5.631211781821365,3.58351893845611,0,0,0,1,1,0
116,4.290459441148391,0.6931471805599453,0.6931471805599453,1,7.0030654587864625,8.160518247477505,4.605170185988092,3.80666248977032,0,0,0,1,0,1
117,5.043425116919247,1.0986122886681098,1.3862943611198906,2,7.3132203870903005,7.600902459542082,5.010635294096256,3.258096538021482,0,0,0,1,0,1
118,4.143134726391533,0.6931471805599453,0.6931471805599453,1,5.877735781779639,8.070906088787819,3.912023005428147,3.7135720667043084,0,0,0,1,0,1
119,4.060443010546419,0.6931471805599453,0.0,1,6.3279367837291955,7.244227515603349,4.8283137373023015,2.8903717578961645,0,0,0,1,0,1
120,3.8712010109078916,0.0,0.0,0,5.932245187448012,8.146129510025405,4.8283137373023015,3.7841896339182615,0,0,0,1,1,0
121,5.3471075307174685,1.0986122886681098,1.3862943611198906,3,7.438383530044308,7.933796874815411,6.726233402358747,3.58351893845611,0,0,0,1,0,1
122,4.605170185988092,1.0986122886681098,0.6931471805599453,2,5.828945617610208,7.377758908227872,5.2094861528414205,3.0910424533583165,0,0,0,0,0,1
123,4.543294782270004,1.0986122886681098,0.6931471805599453,2,7.1981835771019425,8.180320874773685,4.941642422609304,3.828641396489095,0,0,0,1,0,1
124,4.543294782270004,1.0986122886681098,1.0986122886681098,2,7.106606137727303,8.51919119407891,5.978885764901122,4.158883083359672,0,0,0,1,0,0
125,4.330733340286331,1.0986122886681098,0.0,1,7.090076835776093,7.824046010856294,5.58724865840025,3.4657359027997265,0,0,0,1,0,1
126,5.2574953720277815,1.0986122886681098,1.0986122886681098,2,7.6496926237115135,8.96187901267768,6.452048954437226,4.59511985013459,0,0,0,1,0,1
127,5.37989735354046,1.0986122886681098,1.3862943611198906,3,7.96693349840484,8.779557455883728,4.8283137373023015,4.418840607796597,0,0,0,1,0,1
128,4.219507705176107,0.6931471805599453,0.0,1,6.413458957167357,7.244227515603349,3.555348061489413,2.8903717578961645,0,0,0,1,0,1
129,4.700480365792417,1.0986122886681098,0.6931471805599453,2,7.0431599159883405,7.783224016336037,5.5093883366279774,3.4339872044851463,0,0,0,1,0,1
130,4.553876891600541,0.6931471805599453,0.6931471805599453,1,6.492239835020472,7.377758908227872,5.0998664278242,3.0910424533583165,0,0,0,0,0,1
131,6.802394763324312,1.3862943611198906,1.791759469228055,8,6.3279367837291955,9.615805480084347,8.393216011596527,5.420534999272285,0,0,0,1,0,1
132,3.5263605246161616,0.0,0.0,0,5.849324779946859,7.090076835776093,3.80666248977032,2.772588722239781,0,0,0,1,1,1
133,5.2574953720277815,1.0986122886681098,1.3862943611198906,3,7.600902459542082,8.987196820661973,4.8283137373023015,4.624972813284272,0,0,0,1,0,1
134,4.127134385045092,0.6931471805599453,0.6931471805599453,1,5.857933154483459,7.495541943884256,4.31748811353631,3.2958368660043287,0,1,0,0,0,1
135,5.1929568508902095,1.0986122886681098,1.0986122886681098,4,6.3279367837291955,8.216088098632316,5.214935757608987,4.02535169073515,0,0,0,1,0,1
136,3.7841896339182615,0.0,0.0,0,5.857933154483459,6.82001636467413,2.4849066497880004,2.4849066497880004,1,0,0,0,0,0
137,4.605170185988092,0.6931471805599453,0.0,1,5.521460917862246,7.438383530044308,4.7535901911063645,3.1354942159291497,0,0,0,0,1,1
138,4.941642422609304,1.0986122886681098,1.0986122886681098,1,6.802394763324312,7.22256601882217,4.605170185988092,2.8903717578961645,0,0,1,0,1,1
139,5.135798437050261,1.0986122886681098,1.0986122886681098,3,7.358830898342353,7.937374696163295,6.4738906963522735,3.58351893845611,0,0,0,1,0,0
140,4.605170185988092,1.0986122886681098,0.6931471805599453,2,6.3279367837291955,7.377758908227872,5.010635294096256,3.218875824868201,0,0,0,1,1,1
141,4.31748811353631,1.0986122886681098,0.6931471805599453,2,6.480044561926652,7.377758908227872,4.4067192472642525,3.0445224377234235,0,0,0,1,0,1
142,3.951243718581428,0.6931471805599453,0.0,0,5.298317366548036,7.090076835776093,3.7612001156935615,2.772588722239781,0,0,1,0,0,1
143,6.906754778648554,1.6094379124341005,1.9459101490553128,8,6.3279367837291955,9.546812608597397,6.502790045915622,5.351858133476067,1,0,0,0,0,1
144,5.598421958998375,1.3862943611198906,1.3862943611198906,4,7.696212639346408,8.853665428037448,7.3132203870903005,4.48863636973214,0,0,0,1,0,1
145,3.912023005428147,0.6931471805599453,0.0,1,5.0751738152338275,6.835184586147301,4.0943445622220995,2.5649493574615367,0,0,0,0,0,1
146,5.298317366548036,1.0986122886681098,1.0986122886681098,2,6.476972362889682,7.7007477945117975,5.214935757608987,3.5263605246161616,1,0,0,0,0,1
147,4.262679877041316,0.6931471805599453,0.6931471805599453,0,6.063785208687607,7.560080465021827,4.605170185988092,3.218875824868201,0,0,0,1,0,1
148,6.214608098422191,1.6094379124341005,1.3862943611198906,6,6.3279367837291955,9.472704636443671,5.521460917862246,5.278114659230517,0,0,0,1,0,1
149,4.0943445622220995,0.6931471805599453,0.0,0,6.3279367837291955,6.984716320118267,4.543294782270004,2.8332133440562166,0,0,0,1,0,1
150,4.700480365792417,0.6931471805599453,0.0,0,7.0030654587864625,7.170119543449628,4.430816798843313,2.8332133440562166,0,0,0,1,0,1
151,5.3471075307174685,1.0986122886681098,1.0986122886681098,4,6.3279367837291955,8.099857910737585,5.62040086571715,3.912023005428147,0,0,0,1,0,1
152,5.393627546352363,1.0986122886681098,1.3862943611198906,3,7.611347717403621,8.699514748210191,6.903747257584598,4.343805421853683,0,0,0,1,0,1
153,5.298317366548036,1.0986122886681098,0.6931471805599453,5,6.3279367837291955,8.294049640102028,5.318119993844216,4.189654742026425,0,0,0,0,1,1
154,4.867534450455582,1.0986122886681098,1.3862943611198906,3,7.7406644019172415,8.354674261918463,6.218600119691728,3.9889840465642745,0,0,0,1,0,1
155,4.174387269895637,0.6931471805599453,0.6931471805599453,2,6.944087208229528,8.294049640102028,5.5012582105447265,3.9318256327243257,0,0,0,1,0,0
156,4.564348191467836,1.0986122886681098,0.6931471805599453,2,6.689599269178967,8.070906088787819,5.521460917862246,3.7135720667043084,0,0,0,1,0,1
157,6.492239835020472,1.3862943611198906,1.6094379124341005,5,8.476371196895983,9.903487552536127,7.467371066917559,5.5373342670185375,0,0,0,1,0,0
158,4.672828834461906,1.0986122886681098,0.6931471805599453,0,7.286191714702383,8.070906088787819,5.598421958998375,3.737669618283368,0,0,1,0,0,0
159,4.653960350157523,1.0986122886681098,0.6931471805599453,0,6.606650186198214,7.696212639346408,2.19722457733622,3.3672958299864737,0,0,1,0,0,1
160,4.605170185988092,1.0986122886681098,0.6931471805599453,0,6.802394763324312,8.098642843759418,4.691347882229144,3.7612001156935615,0,0,1,0,0,1
161,5.6594822157596205,1.0986122886681098,1.3862943611198906,4,6.3279367837291955,9.104979856318355,6.063785208687607,4.9126548857360515,0,0,0,1,0,0
162,3.1780538303479458,0.0,0.0,0,5.4380793089231965,7.073269717459709,2.19722457733622,2.7080502011022096,1,0,0,0,1,0
163,3.0910424533583165,0.0,0.0,0,6.3279367837291955,6.883462586413093,4.8283137373023015,2.7080502011022096,0,0,0,1,1,1
164,4.248495242049359,0.0,0.0,1,6.3279367837291955,7.8355792466699645,4.955827057601262,3.6635616461296463,0,0,0,1,1,1
165,3.7841896339182615,0.0,0.0,1,5.521460917862246,7.3132203870903005,2.8332133440562166,3.0910424533583165,0,1,0,0,0,0
166,5.010635294096256,1.0986122886681098,0.6931471805599453,2,6.3279367837291955,7.824046010856294,4.8283137373023015,3.6375861597263857,0,0,0,1,1,1
167,4.499809670330264,0.0,0.6931471805599453,2,6.905753276311464,7.972466015974565,5.393627546352363,3.610917912644224,0,0,0,1,0,0
168,5.298317366548036,1.3862943611198906,1.3862943611198906,2,8.006367567650246,7.937374696163295,6.721425700790642,3.58351893845611,0,0,0,1,0,0
169,5.768320995793773,2.079441541679836,1.3862943611198906,0,6.1092475827643655,9.259130536145614,5.857933154483459,5.062595033026967,0,0,0,1,0,1
170,4.499809670330264,0.6931471805599453,0.0,1,6.309918278226516,7.438383530044308,4.700480365792417,3.218875824868201,0,1,0,0,1,1
171,5.48063892334199,1.3862943611198906,1.3862943611198906,3,7.824046010856294,7.670428522190693,6.726233402358747,3.332204510175204,0,0,0,1,0,1
172,5.0369526024136295,1.3862943611198906,1.0986122886681098,3,7.428927194802272,8.853665428037448,6.927557906278317,4.48863636973214,0,0,0,1,0,1
173,4.0943445622220995,0.6931471805599453,0.6931471805599453,2,7.757906208351747,8.080237416216702,5.648974238161206,3.7135720667043084,0,0,0,1,0,1
174,4.61512051684126,1.0986122886681098,0.6931471805599453,0,6.659293919683638,7.774855766665519,4.51085950651685,3.4339872044851463,1,0,0,0,0,1
175,4.941642422609304,1.0986122886681098,1.3862943611198906,2,6.3279367837291955,8.035926369891792,4.8283137373023015,4.007333185232471,0,1,0,0,1,1
176,6.214608098422191,1.3862943611198906,1.6094379124341005,8,6.3279367837291955,9.615805480084347,7.52294091807237,5.420534999272285,0,0,0,1,0,1
177,4.700480365792417,1.0986122886681098,1.0986122886681098,3,7.085901464365611,7.762170607138205,6.532334292222348,3.4011973816621555,0,0,0,1,0,1
178,4.700480365792417,1.0986122886681098,1.0986122886681098,2,6.3279367837291955,8.476371196895983,3.912023005428147,4.290459441148391,0,0,0,1,0,1
179,4.499809670330264,0.6931471805599453,0.6931471805599453,2,5.298317366548036,7.600902459542082,4.430816798843313,3.2958368660043287,0,0,0,0,0,1
180,5.950642552587727,1.3862943611198906,1.791759469228055,4,8.160518247477505,9.615805480084347,5.840641657373397,5.25227342804663,0,0,0,1,1,0
181,4.043051267834549,0.6931471805599453,0.0,1,6.345636360828596,7.3132203870903005,4.204692619390967,2.9957322735539913,0,0,0,1,0,1
182,5.0751738152338275,1.0986122886681098,1.0986122886681098,2,7.408530566894625,7.3132203870903005,6.037870919922137,2.9957322735539913,0,0,0,1,0,0
183,3.6635616461296463,0.0,0.0,0,5.799092654460527,7.1308988302963465,2.9444389791664403,2.772588722239781,0,0,0,1,0,1
184,4.356708826689592,0.0,0.6931471805599453,1,6.3279367837291955,7.736307096548286,4.962844630259907,3.4011973816621555,1,0,0,0,0,1
185,3.58351893845611,0.0,0.0,1,6.3279367837291955,6.6359465556866475,2.7080502011022096,2.6390573296152584,0,1,0,0,0,1
186,4.248495242049359,0.6931471805599453,0.0,1,6.324358962381312,7.090076835776093,4.8283137373023015,2.772588722239781,1,0,0,0,0,1
187,3.80666248977032,0.0,0.0,1,5.703782474656202,8.070906088787819,4.8283137373023015,3.7612001156935615,0,0,0,0,1,0
188,5.298317366548036,1.0986122886681098,1.3862943611198906,3,8.160518247477505,9.047821442478408,7.1308988302963465,4.68213122712422,0,0,0,1,0,1
189,4.605170185988092,1.0986122886681098,1.0986122886681098,3,6.3279367837291955,8.366370301681654,4.787491742782046,4.174387269895637,0,0,0,1,0,1
190,3.737669618283368,0.0,0.0,1,6.3279367837291955,8.517193191416238,4.8283137373023015,4.158883083359672,0,0,0,1,1,1
